dst_bytes,logged_in,service,dst_host_count,protocol_type,dst_host_srv_diff_host_rate,dst_host_same_src_port_rate,src_bytes,srv_count,count,srv_diff_host_rate,dst_host_serror_rate,serror_rate,srv_serror_rate,dst_host_srv_serror_rate,flag,duration,same_srv_rate,diff_srv_rate,dst_host_diff_srv_rate,label
147,0,45,255,2,0.0,0.01,105,2,2,0.0,0.0,0.0,0.0,0.0,9,16,1.0,0.0,0.01,0
147,0,45,255,2,0.0,0.0,105,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.01,0
7203,1,22,255,1,0.0,0.0,224,15,13,0.13,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
145,0,45,255,2,0.0,0.01,105,2,2,0.0,0.0,0.0,0.0,0.0,9,14,1.0,0.0,0.01,0
16457,1,22,14,1,0.02,0.07,231,4,4,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
60778,1,22,46,1,0.05,0.02,327,5,5,0.0,0.0,0.2,0.2,0.0,9,0,1.0,0.0,0.0,0
147,0,45,255,2,0.0,0.0,105,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.01,0
13668,1,22,28,1,0.05,0.04,352,27,27,0.0,0.0,0.0,0.0,0.01,9,0,1.0,0.0,0.0,0
0,0,11,170,2,0.06,0.15,33,9,4,0.22,0.02,0.0,0.0,0.0,9,0,1.0,0.0,0.08,0
146,0,45,255,2,0.0,0.0,105,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.01,0
2662,1,22,255,1,0.0,0.0,227,9,5,0.22,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
12187,1,22,5,1,0.04,0.2,401,24,1,0.12,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
68,0,11,255,2,0.0,0.0,45,28,29,0.0,0.0,0.0,0.0,0.0,9,0,0.97,0.07,0.0,0
370,1,22,83,1,0.02,0.01,232,4,4,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
2342,1,22,155,1,0.02,0.01,231,19,19,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
1408,1,22,132,1,0.01,0.01,252,10,10,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
332,1,50,72,1,0.01,0.01,1483,1,1,0.0,0.0,0.0,0.0,0.0,9,1,1.0,0.0,0.04,0
9442,1,22,73,1,0.04,0.01,298,4,4,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
274,1,22,255,1,0.0,0.0,344,14,14,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
36,1,3,7,1,0.5,0.14,10,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.29,0
280,1,22,255,1,0.0,0.0,249,11,11,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
1408,1,22,255,1,0.0,0.0,221,12,12,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
105,0,40,255,2,0.0,0.99,147,1,1,0.0,0.0,0.0,0.0,0.0,9,2715,1.0,0.0,0.82,0
128,1,22,2,1,0.02,0.5,330,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
0,1,19,56,1,0.03,0.38,1030,2,2,0.0,0.04,0.0,0.0,0.0,9,0,1.0,0.0,0.05,0
542,1,22,133,1,0.02,0.01,225,25,25,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
146,0,45,255,2,0.0,0.0,105,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.01,0
527,1,22,255,1,0.0,0.0,210,5,4,0.4,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
333,1,50,51,1,0.01,0.02,1037,2,1,1.0,0.0,0.0,0.0,0.0,9,1,1.0,0.0,0.08,0
622,1,22,255,1,0.0,0.0,278,3,3,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
2878,1,22,87,1,0.01,0.01,228,4,4,0.0,0.0,0.0,0.0,0.01,9,0,1.0,0.0,0.0,0
3226,1,43,178,1,0.0,0.01,66,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.04,0
364,1,22,5,1,0.05,0.2,217,7,5,0.43,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
659,1,22,255,1,0.0,0.0,314,24,24,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
1632,1,22,255,1,0.0,0.0,289,2,2,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
146,0,45,255,2,0.0,0.01,105,2,2,0.0,0.0,0.0,0.0,0.0,9,14,1.0,0.0,0.01,0
105,0,40,255,2,0.0,0.99,147,2,2,0.0,0.0,0.0,0.0,0.0,9,1349,1.0,0.0,0.82,0
1564,1,22,255,1,0.0,0.0,349,17,6,0.12,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
2408,1,22,114,1,0.04,0.01,192,15,2,0.27,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
0,0,40,255,2,0.0,0.99,147,1,5,0.0,0.0,0.0,0.0,0.0,9,0,0.2,0.6,0.67,0
0,0,22,6,1,0.08,0.17,0,2,1,1.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0
1043,1,22,255,1,0.0,0.01,314,30,30,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
285,1,22,255,1,0.0,0.0,322,26,19,0.23,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
762,1,22,125,1,0.01,0.01,210,16,2,0.44,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
105,0,40,255,2,0.0,0.98,146,1,1,0.0,0.0,0.0,0.0,0.0,9,2592,1.0,0.0,0.84,0
21956,1,22,255,1,0.0,0.0,268,14,13,0.14,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
0,0,22,12,1,0.14,0.08,0,1,1,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0
332,1,50,122,1,0.01,0.01,765,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.05,0
1054,1,22,255,1,0.0,0.0,335,14,14,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
1509,1,22,255,1,0.0,0.0,296,20,19,0.1,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
1820,1,22,62,1,0.04,0.03,203,16,16,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
677,1,22,113,1,0.04,0.01,315,12,6,0.17,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
147,0,45,255,2,0.0,0.0,105,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.01,0
105,0,40,255,2,0.0,1.0,145,1,1,0.0,0.0,0.0,0.0,0.0,9,2630,1.0,0.0,0.84,0
8545,1,22,255,1,0.0,0.0,382,22,22,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
146,0,45,255,2,0.0,0.0,105,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.01,0
1185,1,22,5,1,0.02,0.2,276,5,5,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
6345,1,22,255,1,0.0,0.0,301,10,10,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
105,0,40,255,2,0.0,0.97,147,2,2,0.0,0.0,0.0,0.0,0.0,9,8999,1.0,0.0,0.63,0
774,1,22,255,1,0.0,0.0,330,12,11,0.17,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
0,0,40,255,2,0.0,1.0,145,1,3,0.0,0.0,0.0,0.0,0.0,9,0,0.33,0.67,0.88,0
362,1,50,121,1,0.01,0.02,3446,1,1,0.0,0.0,0.0,0.0,0.0,9,10,1.0,0.0,0.03,0
4,0,40,255,2,0.0,1.0,516,431,431,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
458,1,22,255,1,0.0,0.0,333,16,13,0.25,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
1280,1,22,60,1,0.01,0.02,284,19,6,0.16,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
761,1,22,225,1,0.01,0.0,281,8,1,0.25,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
674,1,22,255,1,0.0,0.0,333,18,18,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
2251,1,22,255,1,0.0,0.0,328,3,3,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
461,1,22,6,1,0.02,0.17,208,6,6,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
7588,1,22,6,1,0.04,0.17,248,2,2,0.0,0.0,0.0,0.0,0.01,9,0,1.0,0.0,0.0,0
5566,1,22,1,1,0.03,1.0,162,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
334,1,50,115,1,0.01,0.01,1179,3,1,1.0,0.0,0.0,0.0,0.0,9,1,1.0,0.0,0.04,0
5408,1,22,9,1,0.04,0.11,280,16,5,0.38,0.0,0.0,0.06,0.0,9,0,1.0,0.0,0.0,0
111,0,11,255,2,0.0,0.0,45,5,5,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.01,0
328,1,50,72,1,0.01,0.01,2377,1,1,0.0,0.0,0.0,0.0,0.0,9,1,1.0,0.0,0.04,0
1186,1,22,255,1,0.0,0.0,319,21,10,0.1,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
9317,1,22,115,1,0.03,0.01,196,2,2,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
330,1,50,210,1,0.01,0.0,1590,3,1,1.0,0.0,0.0,0.0,0.0,9,1,1.0,0.0,0.02,0
0,1,19,151,1,0.02,0.43,59,12,12,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.03,0
0,1,19,192,1,0.03,0.26,748,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.37,0
105,0,40,255,2,0.0,0.87,147,2,2,0.0,0.0,0.0,0.0,0.0,9,399,1.0,0.0,0.58,0
18829,1,22,217,1,0.03,0.0,154,2,1,1.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
1179,1,22,5,1,0.05,0.2,308,5,5,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
331,1,22,255,1,0.0,0.0,224,2,2,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
0,1,19,131,1,0.0,0.04,567,2,3,1.0,0.0,0.0,0.0,0.0,9,0,0.33,0.67,0.03,0
885,1,22,234,1,0.02,0.0,191,16,13,0.12,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
0,0,22,4,1,0.18,0.25,0,1,1,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0
329,1,50,255,1,0.0,0.0,2361,3,1,1.0,0.0,0.0,0.0,0.0,9,1,1.0,0.0,0.03,0
0,0,11,2,2,0.0,1.0,88,2,1,1.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
685,1,22,255,1,0.0,0.0,206,14,11,0.21,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
885,1,22,255,1,0.0,0.0,372,61,38,0.03,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
0,0,22,3,1,0.1,0.33,0,3,1,1.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0
5930,1,22,255,1,0.0,0.0,196,15,8,0.13,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
2286,1,22,13,1,0.03,0.08,214,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
0,0,45,255,2,0.0,0.01,105,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.01,0
145,0,45,255,2,0.0,0.0,105,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.01,0
0,0,19,255,1,0.0,0.19,879,8,8,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.02,0
1214,1,22,255,1,0.0,0.0,214,3,1,1.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
0,1,19,38,1,0.05,0.63,879,19,18,0.11,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.08,0
16845,1,22,11,1,0.06,0.09,267,13,5,0.31,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
5280,1,22,255,1,0.0,0.0,352,10,10,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
146,0,45,183,2,0.0,0.01,105,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.02,0
0,0,22,5,1,0.21,0.2,0,1,1,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0
346,1,22,36,1,0.01,0.03,353,31,14,0.19,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
1377,1,22,157,1,0.01,0.01,241,12,12,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
0,0,40,255,2,0.0,0.94,147,1,3,0.0,0.0,0.0,0.0,0.0,9,0,0.33,0.67,0.62,0
575,1,22,32,1,0.04,0.03,198,17,17,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
1715,1,22,9,1,0.04,0.11,202,12,9,0.17,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
5284,1,22,255,1,0.0,0.0,224,7,7,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
146,0,45,255,2,0.0,0.0,105,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.01,0
1337,1,22,36,1,0.02,0.03,313,36,36,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
1307,1,22,26,1,0.04,0.04,206,25,25,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
0,0,61,255,0,0.0,0.58,181,2,4,0.0,0.0,0.0,0.0,0.0,9,0,0.5,0.5,0.01,0
0,0,22,3,1,0.57,0.33,0,1,1,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0
201,1,22,6,1,0.05,0.17,234,2,1,1.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
0,0,22,26,1,0.18,0.04,0,1,1,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0
1940,1,22,1,1,0.04,1.0,212,2,1,1.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
855,1,22,7,1,0.06,0.14,252,7,7,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
105,0,40,255,2,0.0,1.0,147,1,1,0.0,0.0,0.0,0.0,0.0,9,2350,1.0,0.0,0.86,0
748,1,22,214,1,0.01,0.0,336,3,3,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
30,0,11,255,2,0.0,0.0,30,10,8,0.2,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
16977,1,22,7,1,0.14,0.14,265,7,7,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
2706,1,22,14,1,0.04,0.07,220,3,2,0.67,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
3616,1,22,74,1,0.01,0.01,263,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
42,0,11,255,2,0.0,0.09,44,15,6,0.13,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.01,0
1395,1,22,255,1,0.0,0.0,193,29,26,0.1,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
453,1,22,255,1,0.0,0.0,333,34,24,0.09,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
622,1,22,255,1,0.0,0.0,303,43,36,0.05,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
1047,1,22,135,1,0.03,0.01,206,25,2,0.08,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
10059,1,22,178,1,0.02,0.01,192,21,21,0.0,0.01,0.0,0.0,0.01,9,0,1.0,0.0,0.0,0
0,0,22,23,1,0.07,0.04,0,1,1,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0
147,0,45,255,2,0.0,0.0,105,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.01,0
0,0,14,6,0,0.0,1.0,30,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
11485,1,22,255,1,0.0,0.0,250,24,24,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
8683,1,22,255,1,0.0,0.0,187,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
0,1,19,37,1,0.06,0.27,383,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.05,0
146,0,45,255,2,0.0,0.0,105,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.01,0
146,0,45,255,2,0.0,0.01,105,2,2,0.0,0.0,0.0,0.0,0.0,9,9,1.0,0.0,0.01,0
1471,1,22,255,1,0.0,0.0,253,15,10,0.13,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
1430,1,50,117,1,0.01,0.01,12748,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.02,0
486,1,22,255,1,0.0,0.0,216,38,36,0.08,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
770,1,22,255,1,0.0,0.0,207,2,2,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
1645,1,22,168,1,0.02,0.01,348,5,3,0.6,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
511,1,22,255,1,0.0,0.0,288,32,16,0.16,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
4405,1,22,6,1,0.04,0.17,230,6,6,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
145,0,45,255,2,0.0,0.0,105,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.01,0
2434,1,22,84,1,0.05,0.01,301,39,39,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
8352,1,22,255,1,0.0,0.0,282,54,43,0.06,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
335,1,50,65,1,0.0,0.02,886,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.06,0
3433,1,22,255,1,0.0,0.0,204,20,20,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
3311,1,22,182,1,0.06,0.01,202,7,7,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
0,0,45,255,2,0.0,0.01,105,2,2,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.01,0
4279,1,22,11,1,0.02,0.09,289,11,11,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
0,0,22,7,1,0.11,0.14,0,1,1,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0
333,1,50,156,1,0.0,0.01,1150,1,1,0.0,0.0,0.0,0.0,0.0,9,44,1.0,0.0,0.03,0
1881,1,22,86,1,0.05,0.01,310,5,4,0.4,0.0,0.0,0.0,0.01,9,0,1.0,0.0,0.0,0
4779,1,22,238,1,0.01,0.0,284,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
280,1,22,255,1,0.0,0.0,306,4,4,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
5087,1,22,9,1,0.04,0.11,217,9,9,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
1713,1,22,255,1,0.0,0.0,215,14,14,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
0,0,22,4,1,0.24,0.25,0,1,1,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0
3127,1,22,255,1,0.0,0.0,206,19,17,0.16,0.0,0.0,0.05,0.0,9,0,1.0,0.0,0.0,0
2289,1,22,124,1,0.01,0.01,233,20,15,0.15,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
0,0,22,67,1,0.07,0.01,0,1,1,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0
338,1,22,18,1,0.04,0.06,321,16,6,0.12,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
21709,1,22,255,1,0.0,0.0,186,2,2,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
764,1,22,63,1,0.03,0.02,196,3,3,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
313,1,22,43,1,0.02,0.02,324,43,43,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
3081,1,18,213,1,0.0,0.0,1072,1,1,0.0,0.0,0.0,0.0,0.0,9,27,1.0,0.0,0.03,0
0,0,45,255,2,0.0,0.0,105,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.01,0
14319,1,22,174,1,0.02,0.01,270,46,15,0.09,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
774,1,22,255,1,0.0,0.0,336,36,19,0.11,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
0,0,50,163,1,0.02,0.01,0,1,1,0.0,0.0,0.0,0.0,0.0,4,189,1.0,0.0,0.03,0
0,0,45,255,2,0.0,0.01,105,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.01,0
4,0,40,130,2,0.0,1.0,516,130,130,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
2825,1,22,52,1,0.05,0.02,216,27,26,0.07,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
147,0,45,255,2,0.0,0.0,105,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.01,0
147,0,45,255,2,0.0,0.01,105,2,2,0.0,0.0,0.0,0.0,0.0,9,11,1.0,0.0,0.01,0
311,1,22,3,1,0.02,0.33,211,32,3,0.06,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
301,1,22,188,1,0.01,0.01,296,37,35,0.05,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
1918,1,22,255,1,0.0,0.0,215,28,13,0.11,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
0,0,19,255,1,0.0,0.49,245,2,2,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.02,0
1108,1,22,255,1,0.0,0.0,284,4,4,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
0,0,45,255,2,0.0,0.01,105,2,2,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.01,0
534,1,22,255,1,0.0,0.0,281,4,2,0.5,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
413,1,22,7,1,0.05,0.14,316,7,7,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
0,1,19,129,1,0.02,0.39,567,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.05,0
332,1,50,255,1,0.0,0.0,676,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.02,0
0,1,19,136,1,0.02,0.47,175337,2,2,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.04,0
334,1,50,182,1,0.02,0.01,612,1,1,0.0,0.01,0.0,0.0,0.02,9,3,1.0,0.0,0.04,0
0,1,19,112,1,0.0,0.12,11,2,2,0.0,0.01,0.0,0.0,0.0,9,0,1.0,0.0,0.04,0
146,0,45,255,2,0.0,0.0,105,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.01,0
338,1,50,32,1,0.02,0.03,817,2,1,1.0,0.0,0.0,0.0,0.0,9,2,1.0,0.0,0.09,0
134,0,11,255,2,0.0,0.0,46,181,101,0.01,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.01,0
333,1,50,19,1,0.02,0.05,1381,4,1,0.75,0.0,0.0,0.0,0.31,9,12,1.0,0.0,0.16,0
0,0,11,21,2,0.0,0.57,88,11,3,0.27,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.1,0
6214,1,22,30,1,0.09,0.03,201,1,1,0.0,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
477,1,50,148,1,0.02,0.01,882,1,1,0.0,0.01,0.0,0.0,0.0,9,0,1.0,0.0,0.03,0
1919,1,22,12,1,0.04,0.08,320,8,4,0.25,0.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0
